payment_id,customer_id,amount_inr,currency,payment_method,payment_status,failure_reason,previous_successes,previous_failures,retry_count,customer_ltv_inr,subscription_status,recovered,outcome
pay_005255,cust_20942,4208.49,INR,netbanking,failed,network_timeout,7,1,2,45690.28,active,0,failed_unrecovered
pay_005256,cust_99253,1697.9,INR,card,failed,unknown,5,1,0,16880.82,none,0,failed_unrecovered
pay_005257,cust_27109,2106.42,INR,upi,failed,authentication_failure,6,1,1,22434.65,pending,0,failed_unrecovered
pay_005258,cust_63457,451.77,INR,card,failed,insufficient_balance,9,1,0,4632.47,none,0,failed_unrecovered
pay_005259,cust_94588,1692.32,INR,upi,failed,authentication_failure,7,1,1,14426.35,active,0,failed_unrecovered
pay_005260,cust_53937,294.34,INR,netbanking,failed,network_timeout,6,2,1,3236.39,pending,0,failed_unrecovered
pay_005261,cust_74282,1131.17,INR,upi,failed,network_timeout,4,3,2,8434.66,pending,0,failed_unrecovered
pay_005262,cust_31312,1905.89,INR,netbanking,failed,authentication_failure,6,3,0,14058.8,active,0,failed_unrecovered
pay_005263,cust_30234,3589.86,INR,card,failed,bank_declined,2,4,0,15485.2,active,0,failed_unrecovered
pay_005264,cust_92008,732.38,INR,upi,failed,bank_declined,6,1,0,6247.07,pending,0,failed_unrecovered
pay_005265,cust_19704,2519.61,INR,wallet,failed,network_timeout,7,0,2,20884.12,halted,1,failed_recovered
pay_005266,cust_94940,6749.25,INR,card,failed,card_expired,10,0,1,91005.06,active,0,failed_unrecovered
pay_005267,cust_60996,1011.18,INR,upi,failed,insufficient_balance,5,2,1,9898.53,pending,1,failed_recovered
pay_005268,cust_45262,447.28,INR,card,failed,bank_declined,4,1,1,3493.38,active,1,failed_recovered
pay_005269,cust_51124,2336.47,INR,netbanking,failed,insufficient_balance,7,0,2,26715.29,active,0,failed_unrecovered
pay_005270,cust_66148,615.69,INR,upi,failed,insufficient_balance,4,0,3,5354.34,pending,0,failed_unrecovered
pay_005271,cust_14620,861.3,INR,upi,failed,insufficient_balance,5,0,2,8548.57,active,0,failed_unrecovered
pay_005272,cust_32236,4132.12,INR,upi,failed,bank_declined,3,2,0,29938.28,pending,0,failed_unrecovered
pay_005273,cust_19040,9747.36,INR,upi,failed,card_expired,4,1,0,68867.84,active,0,failed_unrecovered
pay_005274,cust_65708,731.37,INR,card,failed,network_timeout,3,4,3,3130.83,pending,0,failed_unrecovered
pay_005275,cust_79966,926.92,INR,card,failed,card_expired,1,2,2,2050.32,pending,0,failed_unrecovered
pay_005276,cust_49477,1211.55,INR,upi,failed,bank_declined,9,1,3,15812.59,none,0,failed_unrecovered
pay_005277,cust_67316,1099.39,INR,upi,failed,card_expired,9,3,1,12107.58,active,0,failed_unrecovered
pay_005278,cust_11389,10254.84,INR,upi,failed,network_timeout,7,1,0,98756.69,halted,1,failed_recovered
pay_005279,cust_19263,1116.59,INR,wallet,failed,card_expired,6,0,0,11405.51,active,1,failed_recovered
pay_005280,cust_25831,1269.74,INR,upi,failed,unknown,5,2,3,10749.32,pending,0,failed_unrecovered
pay_005281,cust_24056,7708.68,INR,wallet,failed,unknown,4,2,0,63186.83,pending,0,failed_unrecovered
pay_005282,cust_42027,3024.65,INR,card,failed,authentication_failure,3,2,0,18774.15,active,0,failed_unrecovered
pay_005283,cust_92060,4371.46,INR,upi,failed,unknown,4,1,4,25424.05,pending,0,failed_unrecovered
pay_005284,cust_25921,796.35,INR,netbanking,failed,bank_declined,4,0,1,6471.51,active,0,failed_unrecovered
pay_005285,cust_16213,1116.98,INR,card,failed,bank_declined,5,1,0,9851.82,active,1,failed_recovered
pay_005286,cust_71111,706.13,INR,card,failed,network_timeout,6,1,1,6370.34,active,0,failed_unrecovered
pay_005287,cust_23001,3702.18,INR,wallet,failed,network_timeout,2,1,2,19352.36,halted,0,failed_unrecovered
pay_005288,cust_32671,5422.22,INR,upi,failed,authentication_failure,8,0,1,50015.83,halted,0,failed_unrecovered
pay_005289,cust_47348,1049.16,INR,upi,failed,network_timeout,6,1,1,10325.91,active,1,failed_recovered
pay_005290,cust_15134,1296.89,INR,card,failed,unknown,9,3,1,16840.92,pending,0,failed_unrecovered
pay_005291,cust_42804,1348.98,INR,upi,failed,card_expired,3,1,0,8992.36,active,0,failed_unrecovered
pay_005292,cust_48635,447.22,INR,upi,failed,authentication_failure,7,1,0,4376.89,active,1,failed_recovered
pay_005293,cust_63961,981.52,INR,upi,failed,network_timeout,6,1,0,6968.71,halted,1,failed_recovered
pay_005294,cust_39833,3610.07,INR,upi,failed,network_timeout,4,1,1,27409.9,pending,1,failed_recovered
pay_005295,cust_61683,818.66,INR,card,failed,card_expired,2,1,0,4934.77,active,0,failed_unrecovered
pay_005296,cust_49559,1957.11,INR,upi,failed,authentication_failure,6,4,1,16626.45,active,0,failed_unrecovered
pay_005297,cust_24337,554.64,INR,card,failed,unknown,3,0,0,3127.04,none,0,failed_unrecovered
pay_005298,cust_37350,1581.2,INR,card,failed,insufficient_balance,4,0,1,8984.14,active,0,failed_unrecovered
pay_005299,cust_57228,1084.15,INR,card,failed,bank_declined,5,1,0,9299.88,active,1,failed_recovered
pay_005300,cust_62326,599.47,INR,upi,failed,card_expired,4,3,2,4858.57,pending,0,failed_unrecovered
pay_005301,cust_34347,3666.12,INR,card,failed,unknown,6,1,1,34451.49,pending,0,failed_unrecovered
pay_005302,cust_32103,3856.47,INR,upi,failed,bank_declined,10,1,0,52349.76,pending,0,failed_unrecovered
pay_005303,cust_38322,752.17,INR,card,failed,insufficient_balance,3,1,0,5632.97,none,0,failed_unrecovered
pay_005304,cust_14529,1481.75,INR,netbanking,failed,card_expired,5,2,0,14329.48,active,0,failed_unrecovered
pay_005305,cust_52050,1873.25,INR,card,failed,network_timeout,2,1,2,10699.28,halted,0,failed_unrecovered
pay_005306,cust_34104,351.52,INR,card,failed,insufficient_balance,7,2,1,3049.22,active,0,failed_unrecovered
pay_005307,cust_51037,511.91,INR,card,failed,bank_declined,8,1,1,4844.65,pending,1,failed_recovered
pay_005308,cust_19859,5728.44,INR,upi,failed,unknown,4,0,1,47811.07,none,0,failed_unrecovered
pay_005309,cust_25634,690.16,INR,netbanking,failed,authentication_failure,4,2,0,5248.15,pending,0,failed_unrecovered
pay_005310,cust_79503,5585.37,INR,netbanking,failed,insufficient_balance,6,0,2,43969.98,halted,0,failed_unrecovered
pay_005311,cust_75040,536.29,INR,upi,failed,unknown,5,1,2,3667.29,none,1,failed_recovered
pay_005312,cust_54168,3256.76,INR,card,failed,network_timeout,5,1,2,20238.52,active,1,failed_recovered
pay_005313,cust_96685,1360.18,INR,wallet,failed,insufficient_balance,7,1,3,13634.56,halted,1,failed_recovered
pay_005314,cust_74762,1543.57,INR,wallet,failed,insufficient_balance,8,4,0,14630.59,none,0,failed_unrecovered
pay_005315,cust_99435,9565.18,INR,card,failed,insufficient_balance,4,3,2,62559.54,pending,0,failed_unrecovered
pay_005316,cust_41031,582.18,INR,card,failed,authentication_failure,8,2,0,5705.42,active,0,failed_unrecovered
pay_005317,cust_41065,3074.39,INR,upi,failed,insufficient_balance,4,2,3,24335.46,active,0,failed_unrecovered
pay_005318,cust_18083,2962.19,INR,wallet,failed,insufficient_balance,4,1,1,14873.04,active,0,failed_unrecovered
pay_005319,cust_66399,36851.74,INR,upi,failed,network_timeout,2,2,0,166349.75,active,0,failed_unrecovered
pay_005320,cust_78771,682.75,INR,card,failed,bank_declined,7,1,0,5584.17,pending,0,failed_unrecovered
pay_005321,cust_71866,1024.7,INR,upi,failed,authentication_failure,4,1,1,5326.69,active,0,failed_unrecovered
pay_005322,cust_47314,3751.35,INR,upi,failed,network_timeout,4,1,1,20192.62,active,0,failed_unrecovered
pay_005323,cust_15034,1503.13,INR,upi,failed,insufficient_balance,3,2,0,7663.23,pending,0,failed_unrecovered
pay_005324,cust_21277,1186.54,INR,wallet,failed,authentication_failure,4,1,0,9649.93,pending,1,failed_recovered
pay_005325,cust_31272,4261.18,INR,upi,failed,insufficient_balance,1,4,1,17814.28,pending,1,failed_recovered
pay_005326,cust_44598,1416.06,INR,card,failed,bank_declined,6,0,0,10702.96,halted,1,failed_recovered
pay_005327,cust_34115,806.63,INR,upi,failed,network_timeout,6,2,2,6906.07,active,1,failed_recovered
pay_005328,cust_26231,3460.37,INR,upi,failed,insufficient_balance,4,0,2,29926.04,active,1,failed_recovered
pay_005329,cust_83850,2523.25,INR,card,failed,unknown,4,2,0,16864.44,active,1,failed_recovered
pay_005330,cust_87677,1358.29,INR,card,failed,bank_declined,6,0,1,14659.99,pending,0,failed_unrecovered
pay_005331,cust_50586,1301.5,INR,upi,failed,insufficient_balance,6,2,1,13895.87,active,1,failed_recovered
pay_005332,cust_86503,790.07,INR,upi,failed,unknown,6,1,2,6785.58,halted,0,failed_unrecovered
pay_005333,cust_36596,3456.91,INR,upi,failed,bank_declined,7,1,1,36623.28,active,0,failed_unrecovered
pay_005334,cust_12356,1301.72,INR,upi,failed,network_timeout,4,1,0,10610.15,none,0,failed_unrecovered
pay_005335,cust_20834,900.26,INR,wallet,failed,bank_declined,3,0,1,4249.74,pending,0,failed_unrecovered
pay_005336,cust_68081,565.97,INR,wallet,failed,authentication_failure,3,2,1,3464.3,pending,0,failed_unrecovered
pay_005337,cust_58272,2561.84,INR,upi,failed,insufficient_balance,6,1,0,18989.84,halted,0,failed_unrecovered
pay_005338,cust_13457,1138.9,INR,card,failed,card_expired,2,1,0,5709.62,halted,0,failed_unrecovered
pay_005339,cust_37538,294.16,INR,netbanking,failed,bank_declined,4,2,0,1621.79,pending,0,failed_unrecovered
pay_005340,cust_62626,609.48,INR,upi,failed,insufficient_balance,4,2,0,4936.11,none,0,failed_unrecovered
pay_005341,cust_64364,1458.71,INR,netbanking,failed,network_timeout,6,1,1,13804.14,pending,1,failed_recovered
pay_005342,cust_39883,1496.01,INR,wallet,failed,card_expired,4,2,0,11354.37,none,1,failed_recovered
pay_005343,cust_18759,1445.71,INR,upi,failed,card_expired,4,5,0,8649.55,pending,1,failed_recovered
pay_005344,cust_94877,1275.46,INR,upi,failed,insufficient_balance,8,2,0,14584.27,none,1,failed_recovered
pay_005345,cust_67183,476.88,INR,wallet,failed,network_timeout,3,0,2,3336.14,active,1,failed_recovered
pay_005346,cust_47928,819.3,INR,card,failed,authentication_failure,10,0,1,10029.75,active,0,failed_unrecovered
pay_005347,cust_78558,5223.6,INR,upi,failed,card_expired,7,1,0,61575.46,pending,0,failed_unrecovered
pay_005348,cust_71398,4574.02,INR,upi,failed,bank_declined,5,2,0,34330.27,active,0,failed_unrecovered
pay_005349,cust_42709,3028.12,INR,card,failed,insufficient_balance,6,2,0,25544.13,active,1,failed_recovered
pay_005350,cust_97395,2796.42,INR,card,failed,bank_declined,5,2,3,21086.84,active,0,failed_unrecovered
pay_005351,cust_99444,4063.59,INR,card,failed,insufficient_balance,4,1,1,34996.54,pending,1,failed_recovered
pay_005352,cust_75345,656.44,INR,wallet,failed,bank_declined,5,1,3,4745.04,none,0,failed_unrecovered
pay_005353,cust_41926,1854.14,INR,upi,failed,network_timeout,5,1,4,15675.91,pending,1,failed_recovered
pay_005354,cust_14389,656.75,INR,card,failed,unknown,7,1,1,5947.31,none,0,failed_unrecovered
pay_005355,cust_49384,667.09,INR,card,failed,card_expired,7,0,0,7406.91,pending,1,failed_recovered
pay_005356,cust_92486,2506.9,INR,upi,failed,network_timeout,5,0,2,24953.3,active,0,failed_unrecovered
pay_005357,cust_45732,4220.11,INR,upi,failed,bank_declined,5,0,1,41758.94,active,0,failed_unrecovered
pay_005358,cust_74015,1511.83,INR,wallet,failed,unknown,8,1,0,14323.11,pending,0,failed_unrecovered
pay_005359,cust_69802,7939.79,INR,netbanking,failed,card_expired,8,2,1,97224.37,active,0,failed_unrecovered
pay_005360,cust_95812,2177.97,INR,card,failed,card_expired,3,0,1,14353.32,active,1,failed_recovered
pay_005361,cust_89590,894.65,INR,card,failed,authentication_failure,6,0,1,8969.53,pending,0,failed_unrecovered
pay_005362,cust_61037,676.87,INR,upi,failed,insufficient_balance,5,2,1,5094.89,pending,0,failed_unrecovered
pay_005363,cust_20375,4500.12,INR,card,failed,insufficient_balance,9,0,3,51258.59,pending,0,failed_unrecovered
pay_005364,cust_43351,2020.61,INR,card,failed,insufficient_balance,2,1,0,9569.01,none,0,failed_unrecovered
pay_005365,cust_55888,3307.62,INR,card,failed,authentication_failure,7,3,1,39651.4,halted,0,failed_unrecovered
pay_005366,cust_19135,164.58,INR,wallet,failed,insufficient_balance,3,0,0,765.36,halted,1,failed_recovered
pay_005367,cust_13307,2243.4,INR,card,failed,authentication_failure,6,1,1,23951.28,none,1,failed_recovered
pay_005368,cust_84262,1135.63,INR,upi,failed,bank_declined,4,1,0,8122.94,active,1,failed_recovered
pay_005369,cust_92758,513.45,INR,card,failed,insufficient_balance,6,2,0,4948.0,pending,1,failed_recovered
pay_005370,cust_86123,1701.27,INR,upi,failed,card_expired,4,1,0,9106.22,none,1,failed_recovered
pay_005371,cust_32732,4808.66,INR,upi,failed,insufficient_balance,5,2,2,44780.86,pending,0,failed_unrecovered
pay_005372,cust_33848,13837.64,INR,upi,failed,bank_declined,3,1,1,60303.79,halted,0,failed_unrecovered
pay_005373,cust_99244,2238.32,INR,card,failed,network_timeout,3,1,0,15078.57,pending,0,failed_unrecovered
pay_005374,cust_74242,950.81,INR,card,failed,bank_declined,6,2,0,9076.94,pending,0,failed_unrecovered
pay_005375,cust_21236,900.54,INR,card,failed,insufficient_balance,6,0,2,9866.42,active,0,failed_unrecovered
pay_005376,cust_12034,4282.79,INR,card,failed,network_timeout,5,0,0,40710.92,none,1,failed_recovered
pay_005377,cust_11302,733.89,INR,card,failed,authentication_failure,6,1,2,6264.76,none,0,failed_unrecovered
pay_005378,cust_43167,3151.79,INR,upi,failed,network_timeout,9,4,2,42936.45,none,0,failed_unrecovered
pay_005379,cust_98019,2344.56,INR,netbanking,failed,authentication_failure,5,0,0,14802.59,halted,0,failed_unrecovered
pay_005380,cust_14463,2122.46,INR,upi,failed,insufficient_balance,4,0,1,12934.71,active,0,failed_unrecovered
pay_005381,cust_53986,438.88,INR,upi,failed,authentication_failure,3,2,0,3389.06,active,1,failed_recovered
pay_005382,cust_99120,1305.42,INR,card,failed,card_expired,9,2,0,15826.45,none,0,failed_unrecovered
pay_005383,cust_10720,484.54,INR,upi,failed,insufficient_balance,1,1,0,1557.6,pending,1,failed_recovered
pay_005384,cust_68225,1060.1,INR,upi,failed,authentication_failure,8,0,4,10331.78,active,0,failed_unrecovered
pay_005385,cust_44866,4109.13,INR,card,failed,unknown,3,1,1,23152.16,pending,0,failed_unrecovered
pay_005386,cust_29280,5450.67,INR,card,failed,network_timeout,4,2,0,47475.34,pending,0,failed_unrecovered
pay_005387,cust_78333,2182.22,INR,card,failed,insufficient_balance,5,6,0,21225.82,pending,0,failed_unrecovered
pay_005388,cust_78894,1077.32,INR,wallet,failed,card_expired,9,0,0,13440.7,pending,0,failed_unrecovered
pay_005389,cust_17170,7516.32,INR,card,failed,bank_declined,2,0,2,25227.46,halted,0,failed_unrecovered
pay_005390,cust_40114,1064.55,INR,netbanking,failed,authentication_failure,7,1,1,10340.78,none,0,failed_unrecovered
pay_005391,cust_81200,647.7,INR,upi,failed,insufficient_balance,5,1,1,5332.48,active,0,failed_unrecovered
pay_005392,cust_15427,3369.02,INR,card,failed,authentication_failure,6,1,2,33563.41,active,0,failed_unrecovered
pay_005393,cust_83142,2717.6,INR,netbanking,failed,card_expired,2,0,1,18072.22,pending,0,failed_unrecovered
pay_005394,cust_49421,1104.58,INR,card,failed,authentication_failure,5,2,2,11028.26,none,1,failed_recovered
pay_005395,cust_22583,1969.91,INR,card,failed,unknown,6,2,0,17030.11,active,0,failed_unrecovered
pay_005396,cust_62771,2679.77,INR,upi,failed,bank_declined,7,1,3,30913.13,pending,0,failed_unrecovered
pay_005397,cust_76488,2162.14,INR,upi,failed,card_expired,6,2,3,22291.18,pending,1,failed_recovered
pay_005398,cust_12998,2720.54,INR,card,failed,authentication_failure,5,0,1,22671.74,pending,0,failed_unrecovered
pay_005399,cust_27535,1141.84,INR,upi,failed,bank_declined,3,2,1,7164.6,none,0,failed_unrecovered
pay_005400,cust_32517,2890.44,INR,netbanking,failed,network_timeout,4,2,1,25800.3,none,0,failed_unrecovered
pay_005401,cust_44205,1828.67,INR,upi,failed,bank_declined,3,1,1,10064.26,pending,0,failed_unrecovered
pay_005402,cust_49017,1177.22,INR,wallet,failed,insufficient_balance,7,1,0,11475.1,pending,0,failed_unrecovered
pay_005403,cust_88477,1442.66,INR,wallet,failed,authentication_failure,4,0,0,10113.22,active,0,failed_unrecovered
pay_005404,cust_16186,1648.19,INR,upi,failed,insufficient_balance,10,3,1,22854.98,halted,0,failed_unrecovered
pay_005405,cust_41658,490.15,INR,upi,failed,unknown,4,0,1,3478.17,halted,0,failed_unrecovered
pay_005406,cust_39483,1014.9,INR,netbanking,failed,card_expired,10,1,0,13600.62,active,0,failed_unrecovered
pay_005407,cust_38154,1908.28,INR,wallet,failed,network_timeout,4,1,0,12463.24,active,1,failed_recovered
pay_005408,cust_72130,533.6,INR,card,failed,card_expired,5,0,3,3336.02,none,0,failed_unrecovered
pay_005409,cust_28743,1030.31,INR,upi,failed,card_expired,4,1,1,7657.84,pending,0,failed_unrecovered
pay_005410,cust_14479,15393.84,INR,card,failed,card_expired,5,3,0,130534.12,pending,0,failed_unrecovered
pay_005411,cust_74980,651.46,INR,card,failed,network_timeout,7,2,2,6013.25,active,0,failed_unrecovered
pay_005412,cust_14434,1274.25,INR,upi,failed,bank_declined,6,3,0,12074.8,pending,0,failed_unrecovered
pay_005413,cust_29666,849.97,INR,card,failed,authentication_failure,4,1,1,6350.69,none,0,failed_unrecovered
pay_005414,cust_33588,1620.29,INR,upi,failed,card_expired,5,0,1,12056.5,pending,1,failed_recovered
pay_005415,cust_84762,864.47,INR,upi,failed,network_timeout,4,1,0,6848.05,pending,1,failed_recovered
pay_005416,cust_61946,1446.1,INR,upi,failed,network_timeout,4,1,1,10639.49,active,0,failed_unrecovered
pay_005417,cust_21174,942.8,INR,upi,failed,insufficient_balance,6,0,1,6983.04,pending,1,failed_recovered
pay_005418,cust_11810,4652.49,INR,upi,failed,card_expired,6,2,2,41310.79,none,1,failed_recovered
pay_005419,cust_21077,1937.23,INR,card,failed,bank_declined,2,0,3,12616.58,pending,0,failed_unrecovered
pay_005420,cust_53150,729.87,INR,upi,failed,card_expired,2,1,2,4422.87,none,0,failed_unrecovered
pay_005421,cust_53070,3836.28,INR,upi,failed,card_expired,4,0,0,21350.31,none,0,failed_unrecovered
pay_005422,cust_15049,759.84,INR,upi,failed,network_timeout,2,1,0,5174.24,none,1,failed_recovered
pay_005423,cust_14374,440.48,INR,wallet,failed,insufficient_balance,2,2,0,1763.65,none,1,failed_recovered
pay_005424,cust_85416,1795.08,INR,upi,failed,network_timeout,4,0,2,11464.51,active,1,failed_recovered
pay_005425,cust_13697,10017.41,INR,card,failed,unknown,3,3,1,48313.54,none,0,failed_unrecovered
pay_005426,cust_68542,347.46,INR,card,failed,bank_declined,9,2,3,4487.8,active,1,failed_recovered
pay_005427,cust_94382,543.3,INR,wallet,failed,bank_declined,5,0,1,4473.62,active,1,failed_recovered
pay_005428,cust_61731,3543.3,INR,upi,failed,insufficient_balance,7,1,1,36450.67,active,0,failed_unrecovered
pay_005429,cust_70704,1009.74,INR,card,failed,authentication_failure,6,0,3,9863.96,active,0,failed_unrecovered
pay_005430,cust_68719,3122.21,INR,card,failed,card_expired,5,3,1,26085.44,pending,0,failed_unrecovered
pay_005431,cust_38241,847.09,INR,card,failed,bank_declined,6,2,2,7083.64,pending,0,failed_unrecovered
pay_005432,cust_72271,2045.32,INR,upi,failed,unknown,5,1,1,19838.49,active,0,failed_unrecovered
pay_005433,cust_58523,8652.2,INR,card,failed,bank_declined,4,1,1,63232.78,pending,0,failed_unrecovered
pay_005434,cust_83522,614.26,INR,upi,failed,network_timeout,4,2,0,4863.88,pending,0,failed_unrecovered
pay_005435,cust_66914,4522.98,INR,card,failed,bank_declined,4,3,2,25401.85,halted,0,failed_unrecovered
pay_005436,cust_12478,3318.53,INR,card,failed,insufficient_balance,4,0,0,21392.72,active,0,failed_unrecovered
pay_005437,cust_44723,471.17,INR,upi,failed,authentication_failure,10,2,3,6644.5,active,0,failed_unrecovered
pay_005438,cust_26656,2976.65,INR,netbanking,failed,insufficient_balance,4,1,0,18898.53,active,0,failed_unrecovered
pay_005439,cust_14907,1921.9,INR,upi,failed,network_timeout,3,2,1,13267.43,active,1,failed_recovered
pay_005440,cust_92411,1953.79,INR,netbanking,failed,insufficient_balance,4,1,1,13608.11,pending,1,failed_recovered
pay_005441,cust_23709,2436.72,INR,card,failed,authentication_failure,7,1,0,27272.19,pending,1,failed_recovered
pay_005442,cust_59169,1313.19,INR,upi,failed,insufficient_balance,4,2,1,10455.1,active,0,failed_unrecovered
pay_005443,cust_13837,1917.22,INR,upi,failed,bank_declined,5,0,1,13441.86,active,0,failed_unrecovered
pay_005444,cust_76431,2236.91,INR,wallet,failed,bank_declined,5,2,0,14763.05,active,0,failed_unrecovered
pay_005445,cust_41476,3522.74,INR,upi,failed,bank_declined,4,1,2,22808.52,none,1,failed_recovered
pay_005446,cust_76163,455.36,INR,upi,failed,card_expired,9,0,1,5032.31,active,0,failed_unrecovered
pay_005447,cust_26782,5752.21,INR,upi,failed,bank_declined,3,1,2,31146.97,none,1,failed_recovered
pay_005448,cust_86963,636.37,INR,card,failed,card_expired,4,2,3,3353.92,halted,0,failed_unrecovered
pay_005449,cust_87123,3572.45,INR,card,failed,bank_declined,7,0,2,35065.4,active,0,failed_unrecovered
pay_005450,cust_40851,1933.41,INR,upi,failed,card_expired,6,2,1,18696.33,none,0,failed_unrecovered
pay_005451,cust_50823,568.22,INR,upi,failed,bank_declined,1,0,0,1927.13,halted,1,failed_recovered
pay_005452,cust_10839,2895.38,INR,upi,failed,insufficient_balance,2,0,1,16604.19,halted,0,failed_unrecovered
pay_005453,cust_45168,768.68,INR,upi,failed,unknown,4,1,0,5898.92,pending,0,failed_unrecovered
pay_005454,cust_67842,4710.07,INR,upi,failed,bank_declined,1,1,1,10801.69,pending,0,failed_unrecovered
pay_005455,cust_46332,949.36,INR,card,failed,insufficient_balance,7,1,1,10688.3,active,0,failed_unrecovered
pay_005456,cust_36671,468.74,INR,upi,failed,bank_declined,3,0,1,2079.48,active,0,failed_unrecovered
pay_005457,cust_16110,7158.12,INR,upi,failed,authentication_failure,7,0,0,71771.52,none,1,failed_recovered
pay_005458,cust_15359,2119.07,INR,upi,failed,insufficient_balance,4,2,1,18139.33,none,1,failed_recovered
pay_005459,cust_91085,3928.5,INR,wallet,failed,network_timeout,9,0,2,53681.88,active,0,failed_unrecovered
pay_005460,cust_63092,836.49,INR,wallet,failed,bank_declined,6,1,0,7191.7,halted,0,failed_unrecovered
pay_005461,cust_90839,327.97,INR,netbanking,failed,insufficient_balance,4,0,1,1639.9,halted,0,failed_unrecovered
pay_005462,cust_67082,8129.25,INR,upi,failed,authentication_failure,4,2,4,59177.74,active,0,failed_unrecovered
pay_005463,cust_50331,1789.62,INR,upi,failed,card_expired,4,3,2,16081.23,pending,0,failed_unrecovered
pay_005464,cust_79668,2801.08,INR,upi,failed,card_expired,13,1,0,46717.24,pending,0,failed_unrecovered
pay_005465,cust_88976,3250.22,INR,upi,failed,authentication_failure,4,3,1,18979.07,halted,0,failed_unrecovered
pay_005466,cust_47886,1331.01,INR,card,failed,network_timeout,4,0,0,9525.16,none,1,failed_recovered
pay_005467,cust_25384,2206.47,INR,card,failed,authentication_failure,0,0,0,7134.25,active,0,failed_unrecovered
pay_005468,cust_30857,7556.02,INR,netbanking,failed,bank_declined,8,3,2,90863.11,pending,1,failed_recovered
pay_005469,cust_18458,1748.21,INR,netbanking,failed,network_timeout,7,3,2,19910.93,halted,0,failed_unrecovered
pay_005470,cust_23540,4202.49,INR,upi,failed,authentication_failure,7,1,1,47826.39,halted,0,failed_unrecovered
pay_005471,cust_46926,299.89,INR,card,failed,insufficient_balance,4,2,0,2533.24,active,0,failed_unrecovered
pay_005472,cust_43820,4948.93,INR,upi,failed,authentication_failure,3,0,0,37487.73,pending,0,failed_unrecovered
pay_005473,cust_94252,457.48,INR,upi,failed,bank_declined,5,0,1,3426.7,none,1,failed_recovered
pay_005474,cust_68503,4464.93,INR,card,failed,insufficient_balance,2,4,3,20163.5,active,0,failed_unrecovered
pay_005475,cust_49522,2558.33,INR,upi,failed,bank_declined,6,2,0,22647.83,pending,0,failed_unrecovered
pay_005476,cust_67013,1651.13,INR,upi,failed,insufficient_balance,8,2,1,19541.17,none,0,failed_unrecovered
pay_005477,cust_73207,1645.69,INR,upi,failed,network_timeout,7,2,1,13314.58,active,0,failed_unrecovered
pay_005478,cust_31656,1433.8,INR,card,failed,bank_declined,6,3,0,12322.12,none,1,failed_recovered
pay_005479,cust_84592,860.01,INR,card,failed,unknown,4,1,1,4583.13,active,0,failed_unrecovered
pay_005480,cust_69483,1495.42,INR,upi,failed,insufficient_balance,7,1,1,15878.55,active,0,failed_unrecovered
pay_005481,cust_53121,13131.84,INR,netbanking,failed,bank_declined,3,1,0,68480.24,active,1,failed_recovered
pay_005482,cust_84934,5811.64,INR,upi,failed,insufficient_balance,3,1,0,24742.96,active,0,failed_unrecovered
pay_005483,cust_97570,821.92,INR,card,failed,bank_declined,4,0,1,4467.86,active,1,failed_recovered
pay_005484,cust_28624,2290.35,INR,card,failed,network_timeout,7,0,0,26535.19,halted,1,failed_recovered
pay_005485,cust_65583,1962.4,INR,card,failed,network_timeout,8,1,2,24333.34,active,0,failed_unrecovered
pay_005486,cust_80223,1583.63,INR,wallet,failed,authentication_failure,7,1,2,17431.7,none,0,failed_unrecovered
pay_005487,cust_15784,730.0,INR,upi,failed,authentication_failure,4,2,0,4464.5,pending,0,failed_unrecovered
pay_005488,cust_14786,2688.8,INR,card,failed,insufficient_balance,5,1,3,21486.92,pending,0,failed_unrecovered
pay_005489,cust_98446,3854.54,INR,card,failed,card_expired,10,1,4,56916.86,pending,0,failed_unrecovered
pay_005490,cust_63901,849.83,INR,netbanking,failed,network_timeout,4,0,0,7211.72,halted,0,failed_unrecovered
pay_005491,cust_11649,10462.25,INR,upi,failed,bank_declined,7,3,0,112867.85,pending,1,failed_recovered
pay_005492,cust_57205,7082.24,INR,card,failed,insufficient_balance,7,0,3,79184.84,active,0,failed_unrecovered
pay_005493,cust_99795,2948.03,INR,card,failed,bank_declined,5,1,0,17937.74,none,0,failed_unrecovered
pay_005494,cust_84817,594.07,INR,upi,failed,card_expired,2,2,0,3513.13,pending,1,failed_recovered
pay_005495,cust_18841,2583.27,INR,card,failed,card_expired,6,3,1,23046.15,active,0,failed_unrecovered
pay_005496,cust_21211,2320.0,INR,upi,failed,authentication_failure,2,2,0,8713.2,pending,0,failed_unrecovered
pay_005497,cust_96252,2856.58,INR,card,failed,card_expired,4,3,0,25236.45,pending,0,failed_unrecovered
pay_005498,cust_60302,7532.33,INR,netbanking,failed,insufficient_balance,6,0,3,78944.04,active,0,failed_unrecovered
pay_005499,cust_16365,1536.35,INR,card,failed,insufficient_balance,7,0,3,17468.68,none,0,failed_unrecovered
pay_005500,cust_15252,11368.32,INR,card,failed,authentication_failure,6,0,0,98170.67,pending,0,failed_unrecovered
pay_005501,cust_52921,2595.14,INR,card,failed,unknown,7,0,3,23068.52,pending,0,failed_unrecovered
pay_005502,cust_79022,1385.93,INR,upi,failed,network_timeout,6,0,2,13322.9,pending,0,failed_unrecovered
pay_005503,cust_58882,15599.3,INR,upi,failed,card_expired,4,0,4,109175.83,none,0,failed_unrecovered
